"","id","senator_party","condition","pid7","pre_sexism_1","pre_sexism_2","pre_sexism_3","pre_sexism_4","pre_favorability","pre_vote","gender","age","newsinterest","post_favorability","post_vote","punishment_1","punishment_2","punishment_3","punishment_4","punishment_5","post_sexism_1","post_sexism_2","post_sexism_3","post_sexism_4","condition2","pid3","needmoreevidence","apology","longtimeago","resign","elitecues","needmoreevidence_reverse","longtimeago_reverse","meanpunishment","sameparty","pre_sexism","post_sexism","change_favorability","change_vote","change_sexism","perchange_favorability","perchange_vote","perchange_sexism"
"2631",2632,"Republican",1,"Not very strong Democrat",4,5,3,5,6,5,"Man","35-44","Some of the time",6,5,"Agree strongly","Disagree strongly","Agree strongly","Disagree strongly","Neither disagree nor agree",4,5,3,5,"Jokes","Democrat",5,1,5,1,3,1,1,1,"Opposite party",4.25,4.25,0,0,0,0,0,0
"2632",2633,"Democrat",1,"Independent",1,1,1,1,8,8,"Woman","25-34","Some of the time",6,6,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Disagree strongly",1,1,1,1,"Jokes","Independent",2,3,1,3,1,4,5,3.75,"Independents/Not sures",1,1,-2,-2,0,-22.2222222222222,-22.2222222222222,0
"2633",2634,"Democrat",2,"Lean Republican",3,3,4,3,7,5,"Man","18-24","Most of the time",6,5,"Agree somewhat","Disagree somewhat","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree",3,3,4,3,"Assault","Republican",4,2,3,1,3,2,3,2,"Opposite party",3.25,3.25,-1,0,0,-12.5,0,0
"2634",2635,"Republican",2,"Lean Republican",1,1,1,1,6,6,"Man","25-34","Most of the time",1,0,"Disagree strongly","Agree somewhat","Disagree strongly","Agree somewhat","Disagree strongly",1,1,1,1,"Assault","Republican",1,4,1,4,1,5,5,4.5,"Same party",1,1,-5,-6,0,-71.4285714285714,-85.7142857142857,0
"2635",2636,"Democrat",2,"Strong Republican",1,1,4,2,6,5,"Prefer not to say","25-34","Hardly at all",1,2,"Disagree somewhat","Neither disagree nor agree","Disagree somewhat","Disagree somewhat","Agree somewhat",3,2,4,3,"Assault","Republican",2,3,2,2,4,4,4,3.25,"Opposite party",2,3,-5,-3,1,-71.4285714285714,-50,33.3333333333333
"2636",2637,"Democrat",1,"Strong Republican",5,5,1,4,6,2,"Woman","35-44","Most of the time",5,2,"Agree strongly","Disagree somewhat","Agree somewhat","Disagree strongly","Disagree somewhat",4,1,1,4,"Jokes","Republican",5,2,4,1,2,1,2,1.5,"Opposite party",3.75,2.5,-1,0,-1.25,-14.2857142857143,0,-26.3157894736842
"2637",2638,"Republican",3,"Lean Republican",2,2,4,2,8,7,"Man","35-44","Most of the time",9,8,"","","","","",2,2,4,2,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2.5,2.5,1,1,0,11.1111111111111,12.5,0
"2638",2639,"Republican",2,"Strong Democrat",1,1,1,1,1,0,"Man","35-44","Most of the time",0,0,"Disagree strongly","Agree strongly","Disagree strongly","Agree strongly","Disagree strongly",1,1,1,1,"Assault","Democrat",1,5,1,5,1,5,5,5,"Opposite party",1,1,-1,0,0,-50,0,0
"2639",2640,"Republican",1,"Strong Republican",4,3,2,5,8,9,"Man","25-34","Hardly at all",6,8,"Agree somewhat","Neither disagree nor agree","Agree strongly","Agree somewhat","Agree strongly",4,5,2,3,"Jokes","Republican",4,3,5,4,5,2,1,2.5,"Same party",3.5,3.5,-2,-1,0,-22.2222222222222,-10,0
"2640",2641,"Republican",1,"Independent",1,1,3,1,5,5,"Man","25-34","Some of the time",2,1,"Disagree strongly","Agree strongly","Agree strongly","Agree somewhat","Disagree strongly",1,1,3,1,"Jokes","Independent",1,5,5,4,1,5,1,3.75,"Independents/Not sures",1.5,1.5,-3,-4,0,-50,-66.6666666666667,0
"2641",2642,"Democrat",1,"Strong Republican",3,3,4,3,8,2,"Man","25-34","Most of the time",9,2,"Agree strongly","Disagree strongly","Disagree strongly","Disagree strongly","Agree strongly",3,3,4,3,"Jokes","Republican",5,1,1,1,5,1,5,2,"Opposite party",3.25,3.25,1,0,0,11.1111111111111,0,0
"2642",2643,"Democrat",2,"Lean Democrat",3,2,3,3,5,7,"Woman","25-34","Some of the time",3,3,"Disagree somewhat","Agree somewhat","Disagree somewhat","Agree somewhat","Neither disagree nor agree",2,2,3,3,"Assault","Democrat",2,4,2,4,3,4,4,4,"Same party",2.75,2.5,-2,-4,-0.25,-33.3333333333333,-50,-6.66666666666667
"2643",2644,"Republican",2,"Independent",2,1,3,3,6,5,"Woman","55-64","Some of the time",5,5,"Disagree somewhat","Agree somewhat","Disagree somewhat","Disagree somewhat","Disagree somewhat",3,2,3,2,"Assault","Independent",2,4,2,2,2,4,4,3.5,"Independents/Not sures",2.25,2.5,-1,0,0.25,-14.2857142857143,0,7.69230769230769
"2644",2645,"Republican",2,"Independent",4,4,3,4,7,6,"Man","55-64","Most of the time",7,6,"Neither disagree nor agree","Disagree somewhat","Agree somewhat","Disagree strongly","Disagree somewhat",4,4,3,4,"Assault","Independent",3,2,4,1,2,3,2,2,"Independents/Not sures",3.75,3.75,0,0,0,0,0,0
"2645",2646,"Democrat",3,"Strong Republican",1,4,1,1,6,3,"Woman","55-64","Most of the time",8,4,"","","","","",1,4,1,1,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.75,1.75,2,1,0,28.5714285714286,25,0
"2646",2647,"Democrat",3,"Independent",4,5,2,4,8,5,"Woman","25-34","Some of the time",8,5,"","","","","",4,4,2,4,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3.75,3.5,0,0,-0.25,0,0,-5.26315789473684
"2647",2648,"Republican",1,"Lean Democrat",2,2,2,3,8,7,"Man","18-24","Only now and then",6,4,"Neither disagree nor agree","Disagree somewhat","Disagree somewhat","Disagree strongly","Disagree somewhat",3,2,2,3,"Jokes","Democrat",3,2,2,1,2,3,4,2.5,"Opposite party",2.25,2.5,-2,-3,0.25,-22.2222222222222,-37.5,7.69230769230769
"2648",2649,"Democrat",2,"Strong Democrat",1,1,1,1,7,7,"Woman","35-44","Most of the time",4,3,"Disagree strongly","Neither disagree nor agree","Disagree strongly","Disagree somewhat","Disagree strongly",1,1,1,1,"Assault","Democrat",1,3,1,2,1,5,5,3.75,"Same party",1,1,-3,-4,0,-37.5,-50,0
"2649",2650,"Republican",3,"Independent",4,4,2,4,8,7,"Woman","65 or over","Most of the time",8,7,"","","","","",4,4,2,4,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3.5,3.5,0,0,0,0,0,0
"2650",2651,"Republican",1,"Strong Republican",1,1,1,1,9,9,"Woman","55-64","Most of the time",9,9,"Neither disagree nor agree","Disagree somewhat","Agree somewhat","Disagree strongly","Agree strongly",1,1,1,1,"Jokes","Republican",3,2,4,1,5,3,2,2,"Same party",1,1,0,0,0,0,0,0
"2651",2652,"Republican",2,"Strong Republican",4,3,3,3,7,5,"Man","35-44","Some of the time",6,5,"Neither disagree nor agree","Agree somewhat","Agree somewhat","Neither disagree nor agree","Agree somewhat",3,5,3,5,"Assault","Republican",3,4,4,3,4,3,2,3,"Same party",3.25,4,-1,0,0.75,-12.5,0,17.6470588235294
"2652",2653,"Republican",1,"Not very strong Republican",4,5,2,4,9,9,"Woman","65 or over","Most of the time",9,9,"Agree strongly","Disagree strongly","Agree strongly","Disagree strongly","Agree somewhat",4,5,2,4,"Jokes","Republican",5,1,5,1,4,1,1,1,"Same party",3.75,3.75,0,0,0,0,0,0
"2653",2654,"Democrat",1,"Lean Democrat",4,4,4,3,3,5,"Woman","35-44","Most of the time",4,3,"Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Disagree somewhat","Agree somewhat",3,2,3,3,"Jokes","Democrat",3,2,3,2,4,3,3,2.5,"Same party",3.75,2.75,1,-2,-1,25,-33.3333333333333,-21.0526315789474
"2654",2655,"Democrat",2,"Independent",2,1,5,1,9,9,"Woman","45-54","Most of the time",2,0,"Disagree strongly","Agree strongly","Disagree somewhat","Disagree somewhat","Disagree strongly",2,1,5,1,"Assault","Independent",1,5,2,2,1,5,4,4,"Independents/Not sures",2.25,2.25,-7,-9,0,-70,-90,0
"2655",2656,"Democrat",1,"Lean Republican",3,4,4,3,5,0,"Man","35-44","Hardly at all",5,0,"Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree",3,3,3,3,"Jokes","Republican",3,3,3,3,3,3,3,3,"Opposite party",3.5,3,0,0,-0.5,0,0,-11.1111111111111
"2656",2657,"Republican",2,"Independent",1,1,1,1,8,5,"Woman","65 or over","Most of the time",0,0,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Agree strongly","Disagree strongly",1,1,1,1,"Assault","Independent",2,3,1,5,1,4,5,4.25,"Independents/Not sures",1,1,-8,-5,0,-88.8888888888889,-83.3333333333333,0
"2657",2658,"Democrat",3,"Independent",3,4,4,4,6,5,"Woman","25-34","Hardly at all",5,6,"","","","","",4,3,3,3,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3.75,3.25,-1,1,-0.5,-14.2857142857143,16.6666666666667,-10.5263157894737
"2658",2659,"Democrat",2,"Independent",2,2,4,2,2,6,"Woman","25-34","Hardly at all",3,4,"Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Agree somewhat","Neither disagree nor agree",2,2,4,2,"Assault","Independent",3,3,3,4,3,3,3,3.25,"Independents/Not sures",2.5,2.5,1,-2,0,33.3333333333333,-28.5714285714286,0
"2659",2660,"Republican",1,"Lean Democrat",3,3,3,3,5,5,"Woman","18-24","Only now and then",5,5,"Neither disagree nor agree","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Neither disagree nor agree",3,3,3,3,"Jokes","Democrat",3,3,2,3,3,3,4,3.25,"Opposite party",3,3,0,0,0,0,0,0
"2660",2661,"Democrat",1,"Strong Democrat",1,1,1,1,9,9,"Woman","35-44","Most of the time",4,2,"Disagree strongly","Agree strongly","Disagree strongly","Disagree somewhat","Disagree strongly",1,1,1,1,"Jokes","Democrat",1,5,1,2,1,5,5,4.25,"Same party",1,1,-5,-7,0,-50,-70,0
"2661",2662,"Republican",1,"Independent",3,4,3,3,6,7,"Man","18-24","Most of the time",6,6,"Agree strongly","Disagree somewhat","Agree somewhat","Disagree strongly","Neither disagree nor agree",3,4,4,2,"Jokes","Independent",5,2,4,1,3,1,2,1.5,"Independents/Not sures",3.25,3.25,0,-1,0,0,-12.5,0
"2662",2663,"Republican",1,"Lean Democrat",3,2,2,2,8,5,"Woman","35-44","Only now and then",3,5,"Neither disagree nor agree","Neither disagree nor agree","Agree somewhat","Disagree somewhat","Neither disagree nor agree",4,3,1,2,"Jokes","Democrat",3,3,4,2,3,3,2,2.5,"Opposite party",2.25,2.5,-5,0,0.25,-55.5555555555556,0,7.69230769230769
"2663",2664,"Democrat",1,"Not very strong Republican",2,2,2,1,8,5,"Woman","45-54","Some of the time",7,5,"Agree strongly","Neither disagree nor agree","Agree strongly","Disagree strongly","Disagree strongly",2,1,2,1,"Jokes","Republican",5,3,5,1,1,1,1,1.5,"Opposite party",1.75,1.5,-1,0,-0.25,-11.1111111111111,0,-9.09090909090909
"2664",2665,"Republican",1,"Strong Democrat",1,1,2,1,7,5,"Woman","25-34","Some of the time",0,0,"Disagree strongly","Agree somewhat","Disagree strongly","Agree somewhat","Disagree strongly",1,1,2,1,"Jokes","Democrat",1,4,1,4,1,5,5,4.5,"Opposite party",1.25,1.25,-7,-5,0,-87.5,-83.3333333333333,0
"2665",2666,"Democrat",1,"Not very strong Democrat",1,1,1,1,10,10,"Woman","25-34","Some of the time",10,10,"Neither disagree nor agree","Agree somewhat","Agree strongly","Disagree strongly","Disagree somewhat",1,1,1,1,"Jokes","Democrat",3,4,5,1,2,3,1,2.25,"Same party",1,1,0,0,0,0,0,0
"2666",2667,"Republican",2,"Independent",2,2,2,2,7,7,"Woman","25-34","Hardly at all",5,5,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Neither disagree nor agree",2,2,2,2,"Assault","Independent",2,3,1,3,3,4,5,3.75,"Independents/Not sures",2,2,-2,-2,0,-25,-25,0
"2667",2668,"Republican",3,"Strong Democrat",4,4,3,2,5,3,"Woman","25-34","Some of the time",5,3,"","","","","",4,4,4,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3.25,3.5,0,0,0.25,0,0,5.88235294117647
"2668",2669,"Democrat",1,"Lean Democrat",1,1,5,1,5,6,"Woman","18-24","Some of the time",4,3,"Disagree somewhat","Agree strongly","Agree somewhat","Neither disagree nor agree","Neither disagree nor agree",1,1,5,1,"Jokes","Democrat",2,5,4,3,3,4,2,3.5,"Same party",2,2,-1,-3,0,-16.6666666666667,-42.8571428571429,0
"2669",2670,"Democrat",1,"Strong Democrat",1,3,2,2,9,10,"Woman","35-44","Most of the time",7,8,"Agree somewhat","Neither disagree nor agree","Neither disagree nor agree","Disagree somewhat","Agree strongly",1,2,2,2,"Jokes","Democrat",4,3,3,2,5,2,3,2.5,"Same party",2,1.75,-2,-2,-0.25,-20,-18.1818181818182,-8.33333333333333
"2670",2671,"Republican",2,"Lean Republican",2,2,4,2,5,4,"Man","35-44","Most of the time",1,1,"Disagree strongly","Agree somewhat","Agree somewhat","Agree somewhat","Neither disagree nor agree",1,1,5,1,"Assault","Republican",1,4,4,4,3,5,2,3.75,"Same party",2.5,2,-4,-3,-0.5,-66.6666666666667,-60,-14.2857142857143
"2671",2672,"Republican",3,"Not very strong Democrat",1,1,4,1,7,7,"Woman","25-34","Most of the time",7,7,"","","","","",1,1,4,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.75,1.75,0,0,0,0,0,0
"2672",2673,"Republican",3,"Lean Republican",4,4,1,4,8,8,"Woman","35-44","Some of the time",8,9,"","","","","",4,4,1,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",3.25,3.25,0,1,0,0,11.1111111111111,0
"2673",2674,"Democrat",1,"Strong Republican",4,3,4,4,8,4,"Woman","35-44","Most of the time",5,1,"Agree somewhat","Disagree somewhat","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree",2,2,4,3,"Jokes","Republican",4,2,3,1,3,2,3,2,"Opposite party",3.75,2.75,-3,-3,-1,-33.3333333333333,-60,-21.0526315789474
"2674",2675,"Democrat",2,"Independent",3,2,4,3,1,1,"Man","25-34","Most of the time",0,0,"Agree strongly","Disagree strongly","Neither disagree nor agree","Agree strongly","Neither disagree nor agree",3,2,3,3,"Assault","Independent",5,1,3,5,3,1,3,2.5,"Independents/Not sures",3,2.75,-1,-1,-0.25,-50,-50,-6.25
"2675",2676,"Democrat",2,"Lean Republican",2,2,4,2,8,8,"Woman","35-44","Some of the time",8,6,"Neither disagree nor agree","Neither disagree nor agree","Agree somewhat","Neither disagree nor agree","Neither disagree nor agree",2,2,4,2,"Assault","Republican",3,3,4,3,3,3,2,2.75,"Opposite party",2.5,2.5,0,-2,0,0,-22.2222222222222,0
"2676",2677,"Republican",1,"Independent",3,4,3,4,8,9,"Man","25-34","Only now and then",7,8,"Neither disagree nor agree","Disagree somewhat","Disagree somewhat","Disagree strongly","Neither disagree nor agree",4,4,3,4,"Jokes","Independent",3,2,2,1,3,3,4,2.5,"Independents/Not sures",3.5,3.75,-1,-1,0.25,-11.1111111111111,-10,5.55555555555556
"2677",2678,"Republican",1,"Independent",1,1,1,1,7,6,"Man","45-54","Most of the time",5,2,"Disagree strongly","Agree somewhat","Disagree strongly","Agree strongly","Neither disagree nor agree",1,1,1,1,"Jokes","Independent",1,4,1,5,3,5,5,4.75,"Independents/Not sures",1,1,-2,-4,0,-25,-57.1428571428571,0
"2678",2679,"Republican",2,"Strong Republican",1,4,2,1,10,10,"Woman","55-64","Most of the time",5,3,"Disagree strongly","Agree strongly","Agree somewhat","Disagree somewhat","Agree somewhat",1,4,4,1,"Assault","Republican",1,5,4,2,4,5,2,3.5,"Same party",2,2.5,-5,-7,0.5,-45.4545454545455,-63.6363636363636,16.6666666666667
"2679",2680,"Republican",2,"Independent",3,2,5,2,4,1,"Man","45-54","Most of the time",3,1,"Disagree somewhat","Agree somewhat","Disagree somewhat","Neither disagree nor agree","Disagree strongly",2,2,5,2,"Assault","Independent",2,4,2,3,1,4,4,3.75,"Independents/Not sures",3,2.75,-1,0,-0.25,-20,0,-6.25
"2680",2681,"Republican",2,"Strong Republican",4,4,3,4,7,7,"Man","25-34","Some of the time",6,6,"Agree somewhat","Disagree somewhat","Agree somewhat","Disagree somewhat","Neither disagree nor agree",4,4,3,4,"Assault","Republican",4,2,4,2,3,2,2,2,"Same party",3.75,3.75,-1,-1,0,-12.5,-12.5,0
"2681",2682,"Republican",1,"Strong Democrat",1,1,1,1,8,6,"Woman","35-44","Most of the time",4,2,"Disagree strongly","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Agree somewhat",1,1,1,1,"Jokes","Democrat",1,3,2,3,4,5,4,3.75,"Opposite party",1,1,-4,-4,0,-44.4444444444444,-57.1428571428571,0
"2682",2683,"Democrat",2,"Strong Democrat",1,1,5,1,7,7,"Woman","25-34","Some of the time",3,1,"Disagree somewhat","Agree somewhat","Disagree somewhat","Neither disagree nor agree","Disagree strongly",1,1,5,1,"Assault","Democrat",2,4,2,3,1,4,4,3.75,"Same party",2,2,-4,-6,0,-50,-75,0
"2683",2684,"Democrat",3,"Strong Democrat",2,2,1,1,8,10,"Woman","55-64","Most of the time",8,10,"","","","","",2,2,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.5,1.5,0,0,0,0,0,0
"2684",2685,"Republican",2,"Lean Democrat",2,2,1,2,5,5,"Man","55-64","Most of the time",0,0,"Disagree strongly","Agree strongly","Disagree strongly","Agree strongly","Disagree strongly",2,2,2,1,"Assault","Democrat",1,5,1,5,1,5,5,5,"Opposite party",1.75,1.75,-5,-5,0,-83.3333333333333,-83.3333333333333,0
"2685",2686,"Democrat",2,"Not very strong Democrat",1,1,1,1,7,9,"Man","25-34","Most of the time",9,10,"Agree somewhat","Disagree somewhat","Agree somewhat","Disagree strongly","Agree strongly",1,1,1,1,"Assault","Democrat",4,2,4,1,5,2,2,1.75,"Same party",1,1,2,1,0,25,10,0
"2686",2687,"Democrat",2,"Not sure",3,4,3,4,5,5,"Man","35-44","Only now and then",5,5,"Agree somewhat","Disagree strongly","Agree somewhat","Disagree strongly","Neither disagree nor agree",4,4,3,4,"Assault","Independent",4,1,4,1,3,2,2,1.5,"Independents/Not sures",3.5,3.75,0,0,0.25,0,0,5.55555555555556
"2687",2688,"Democrat",2,"Strong Republican",5,5,5,5,6,7,"Woman","45-54","Most of the time",4,5,"Neither disagree nor agree","Neither disagree nor agree","Agree somewhat","Agree somewhat","Neither disagree nor agree",5,5,1,5,"Assault","Republican",3,3,4,4,3,3,2,3,"Opposite party",5,4,-2,-2,-1,-28.5714285714286,-25,-16.6666666666667
"2688",2689,"Democrat",2,"Lean Republican",4,4,2,4,6,7,"Woman","45-54","Most of the time",6,7,"Agree somewhat","Disagree strongly","Disagree somewhat","Disagree strongly","Disagree strongly",4,4,2,4,"Assault","Republican",4,1,2,1,1,2,4,2,"Opposite party",3.5,3.5,0,0,0,0,0,0
"2689",2690,"Democrat",2,"Strong Democrat",2,4,2,4,8,8,"Woman","35-44","Most of the time",0,0,"Disagree somewhat","Disagree somewhat","Disagree somewhat","Agree somewhat","Agree somewhat",5,4,2,5,"Assault","Democrat",2,2,2,4,4,4,4,3.5,"Same party",3,4,-8,-8,1,-88.8888888888889,-88.8888888888889,25
"2690",2691,"Democrat",1,"Strong Democrat",1,1,5,1,9,8,"Woman","25-34","Most of the time",6,9,"Agree strongly","Disagree strongly","Agree strongly","Disagree strongly","Agree strongly",1,1,5,1,"Jokes","Democrat",5,1,5,1,5,1,1,1,"Same party",2,2,-3,1,0,-30,11.1111111111111,0
"2691",2692,"Democrat",2,"Not sure",2,2,3,2,7,7,"Woman","35-44","Some of the time",5,5,"Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree",4,2,4,2,"Assault","Independent",3,3,3,3,3,3,3,3,"Independents/Not sures",2.25,3,-2,-2,0.75,-25,-25,23.0769230769231
"2692",2693,"Democrat",3,"Independent",3,4,3,3,5,0,"Woman","45-54","Most of the time",5,5,"","","","","",3,4,3,3,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3.25,3.25,0,5,0,0,500,0
"2693",2694,"Republican",2,"Independent",2,4,3,3,7,4,"Man","18-24","Hardly at all",0,0,"Agree somewhat","Disagree strongly","Disagree somewhat","Agree strongly","Agree strongly",2,2,3,2,"Assault","Independent",4,1,2,5,5,2,4,3,"Independents/Not sures",3,2.25,-7,-4,-0.75,-87.5,-80,-18.75
"2694",2695,"Democrat",3,"Strong Republican",3,3,3,3,5,1,"Man","35-44","Most of the time",2,3,"","","","","",3,3,3,3,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3,3,-3,2,0,-50,100,0
"2695",2696,"Democrat",1,"Strong Republican",2,2,4,2,5,2,"Man","25-34","Some of the time",5,2,"Agree strongly","Disagree strongly","Agree somewhat","Disagree strongly","Neither disagree nor agree",2,2,4,2,"Jokes","Republican",5,1,4,1,3,1,2,1.25,"Opposite party",2.5,2.5,0,0,0,0,0,0
"2696",2697,"Democrat",3,"Independent",1,1,2,1,10,10,"Woman","25-34","Most of the time",10,10,"","","","","",1,1,2,1,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",1.25,1.25,0,0,0,0,0,0
"2697",2698,"Republican",2,"Lean Republican",3,4,4,3,9,10,"Woman","25-34","Some of the time",8,9,"Agree somewhat","Disagree somewhat","Agree somewhat","Disagree strongly","Agree somewhat",3,4,4,3,"Assault","Republican",4,2,4,1,4,2,2,1.75,"Same party",3.5,3.5,-1,-1,0,-10,-9.09090909090909,0
"2698",2699,"Republican",1,"Strong Republican",2,4,2,3,8,9,"Man","35-44","Most of the time",8,9,"Agree somewhat","Disagree strongly","Agree somewhat","Disagree strongly","Agree somewhat",3,4,2,2,"Jokes","Republican",4,1,4,1,4,2,2,1.5,"Same party",2.75,2.75,0,0,0,0,0,0
"2699",2700,"Democrat",3,"Independent",4,5,5,4,8,9,"Man","35-44","Most of the time",9,9,"","","","","",5,4,5,4,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",4.5,4.5,1,0,0,11.1111111111111,0,0
"2700",2701,"Democrat",3,"Strong Democrat",1,1,1,1,7,7,"Woman","25-34","Most of the time",7,7,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1,1,0,0,0,0,0,0
"2701",2702,"Democrat",2,"Independent",1,4,2,4,7,5,"Woman","65 or over","Most of the time",5,5,"Agree somewhat","Disagree strongly","Disagree strongly","Disagree strongly","Neither disagree nor agree",1,4,2,4,"Assault","Independent",4,1,1,1,3,2,5,2.25,"Independents/Not sures",2.75,2.75,-2,0,0,-25,0,0
"2702",2703,"Republican",1,"Independent",4,5,4,5,8,8,"Man","25-34","Most of the time",7,7,"Agree somewhat","Disagree somewhat","Disagree somewhat","Disagree strongly","Agree somewhat",4,5,4,5,"Jokes","Independent",4,2,2,1,4,2,4,2.25,"Independents/Not sures",4.5,4.5,-1,-1,0,-11.1111111111111,-11.1111111111111,0
"2703",2704,"Democrat",2,"Strong Democrat",1,1,1,1,10,10,"Woman","45-54","Most of the time",1,1,"Disagree strongly","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Disagree strongly",1,1,1,1,"Assault","Democrat",1,3,1,3,1,5,5,4,"Same party",1,1,-9,-9,0,-81.8181818181818,-81.8181818181818,0
"2704",2705,"Democrat",1,"Lean Democrat",1,1,1,1,9,9,"Woman","45-54","Only now and then",5,8,"Disagree somewhat","Disagree somewhat","Agree strongly","Disagree strongly","Agree somewhat",1,1,1,1,"Jokes","Democrat",2,2,5,1,4,4,1,2,"Same party",1,1,-4,-1,0,-40,-10,0
"2705",2706,"Democrat",1,"Strong Democrat",4,4,2,4,8,8,"Woman","25-34","Some of the time",8,8,"Agree somewhat","Agree somewhat","Agree somewhat","Agree somewhat","Neither disagree nor agree",4,4,2,5,"Jokes","Democrat",4,4,4,4,3,2,2,3,"Same party",3.5,3.75,0,0,0.25,0,0,5.55555555555556
"2706",2707,"Democrat",3,"Lean Democrat",3,3,2,4,7,6,"Man","55-64","Most of the time",7,6,"","","","","",3,3,2,4,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",3,3,0,0,0,0,0,0
"2707",2708,"Republican",2,"Not very strong Democrat",4,2,3,2,8,5,"Prefer not to say","35-44","Only now and then",1,0,"Disagree strongly","Agree strongly","Disagree strongly","Agree somewhat","Disagree strongly",4,2,2,2,"Assault","Democrat",1,5,1,4,1,5,5,4.75,"Opposite party",2.75,2.5,-7,-5,-0.25,-77.7777777777778,-83.3333333333333,-6.66666666666667
"2708",2709,"Democrat",1,"Not very strong Republican",2,2,2,2,8,8,"Man","45-54","Some of the time",8,8,"Agree strongly","Disagree strongly","Disagree strongly","Disagree strongly","Disagree strongly",2,2,2,2,"Jokes","Republican",5,1,1,1,1,1,5,2,"Opposite party",2,2,0,0,0,0,0,0
"2709",2710,"Democrat",2,"Independent",2,2,3,2,9,9,"Woman","25-34","Most of the time",3,3,"Disagree somewhat","Agree somewhat","Agree strongly","Neither disagree nor agree","Neither disagree nor agree",1,2,4,2,"Assault","Independent",2,4,5,3,3,4,1,3,"Independents/Not sures",2.25,2.25,-6,-6,0,-60,-60,0
"2710",2711,"Republican",3,"Not very strong Democrat",1,1,2,1,7,3,"Man","25-34","Most of the time",6,3,"","","","","",1,1,2,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.25,1.25,-1,0,0,-12.5,0,0
"2711",2712,"Republican",3,"Strong Democrat",3,2,3,3,5,4,"Woman","35-44","Some of the time",5,4,"","","","","",2,2,3,3,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2.75,2.5,0,0,-0.25,0,0,-6.66666666666667
"2712",2713,"Republican",1,"Independent",2,2,2,1,8,5,"Woman","45-54","Some of the time",5,5,"Agree strongly","Disagree somewhat","Disagree somewhat","Disagree strongly","Neither disagree nor agree",3,2,2,2,"Jokes","Independent",5,2,2,1,3,1,4,2,"Independents/Not sures",1.75,2.25,-3,0,0.5,-33.3333333333333,0,18.1818181818182
"2713",2714,"Democrat",2,"Not very strong Democrat",1,1,1,1,10,10,"Woman","55-64","Some of the time",5,5,"Disagree strongly","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Neither disagree nor agree",1,1,1,1,"Assault","Democrat",1,3,1,3,3,5,5,4,"Same party",1,1,-5,-5,0,-45.4545454545455,-45.4545454545455,0
"2714",2715,"Democrat",1,"Independent",2,2,1,1,8,7,"Woman","35-44","Most of the time",5,5,"Agree strongly","Disagree strongly","Agree strongly","Disagree strongly","Disagree strongly",2,2,1,2,"Jokes","Independent",5,1,5,1,1,1,1,1,"Independents/Not sures",1.5,1.75,-3,-2,0.25,-33.3333333333333,-25,10
"2715",2716,"Republican",2,"Not sure",3,3,3,3,9,5,"Woman","25-34","Some of the time",7,5,"Neither disagree nor agree","Disagree somewhat","Disagree somewhat","Disagree strongly","Disagree somewhat",3,3,3,3,"Assault","Independent",3,2,2,1,2,3,4,2.5,"Independents/Not sures",3,3,-2,0,0,-20,0,0
